Wavelength (nm),Absorbance (AU),Std.Dev.
190,1.3126745223999,0.59537965090431
191,0.592824935913086,0.333418517354456
192,1.41513919830322,0.540659432610134
193,1.46348667144775,0.41223431903356
194,1.10790491104126,0.408609434450399
195,1.01378297805786,0.250213531855169
196,0.832103252410889,0.430857781332048
197,1.83184909820557,0.868646717106918
198,1.43119335174561,0.44167407527444
199,1.33116054534912,0.517220542751107
200,2.25896549224854,0.961969085513862
201,1.75671720504761,0.853745767742072
202,2.97618627548218,1.53935990146879
203,2.3621072769165,0.71269528573753
204,2.2402491569519,0.0281620205841369
205,2.36375284194946,0.0337037879196003
206,2.31141710281372,0.0189082934323536
207,2.30182790756226,0.0100543263095576
208,2.30604982376099,0.00972453054015749
209,2.30804491043091,0.0076023691264952
210,2.33274793624878,0.0062726801394902
211,2.3448429107666,0.00698952480316291
212,2.34799385070801,0.00676003965160207
213,2.37416124343872,0.00666933026349987
214,2.37721538543701,0.0104804668049734
215,2.39383935928345,0.0135418292793879
216,2.42138290405273,0.0128037152762046
217,2.4155535697937,0.0111073923179323
218,2.38920164108276,0.00681383100683682
219,2.36519813537598,0.00759280778196362
220,2.37133169174194,0.00922358143813859
221,2.34712696075439,0.00939485513680004
222,2.30424404144287,0.00676045294537873
223,2.24428367614746,0.00702487868818565
224,2.2092113494873,0.00736125483062684
225,2.15102910995483,0.00587334556822237
226,2.09704780578613,0.00386628930421221
227,2.04644346237183,0.00274984377991673
228,1.97647333145142,0.00435525508749987
229,1.91462182998657,0.00384672831465624
230,1.85257244110107,0.00250778558009545
231,1.79218292236328,0.00183879487902852
232,1.73987722396851,0.000969128326213435
233,1.68281650543213,0.00091031498097888
234,1.63560104370117,0.00112896995133715
235,1.59142684936523,0.000914334473740149
236,1.54948949813843,0.00128525297473427
237,1.51208543777466,0.00132153798963468
238,1.47936868667603,0.00101697282122508
239,1.45257234573364,0.000811930331786832
240,1.42771053314209,0.000695928762611882
241,1.40552759170532,0.000602275344753129
242,1.3904824256897,0.000531366927062649
243,1.37837028503418,0.000829817226024092
244,1.36903047561645,0.000872056815714694
245,1.36413383483887,0.000879302200562234
246,1.36656332015991,0.001002590692314
247,1.36945343017578,0.00098268260112532
248,1.37573671340942,0.00124000547204041
249,1.39285087585449,0.000869617117234803
250,1.41066312789917,0.00129412164026504
251,1.435631275177,0.00112354329788859
252,1.46096801757813,0.00106037605870061
253,1.49070262908936,0.000823532975134126
254,1.52279138565063,0.00172929950763027
255,1.55326223373413,0.00287400416044665
256,1.59182357788086,0.00352071552483933
257,1.63064956665039,0.0028099382177532
258,1.66382646560669,0.00280794888071251
259,1.70142698287964,0.00329752281567892
260,1.72770023345947,0.00303707404898065
261,1.74856090545654,0.00260304387047451
262,1.76384496688843,0.00445776062329175
263,1.77339124679565,0.0045690838066926
264,1.78754377365112,0.00415263395829445
265,1.79678201675415,0.00336559219362072
266,1.78613042831421,0.00292881316807608
267,1.75847005844116,0.00375595642932502
