Wavelength (nm),Absorbance (AU),Std.Dev.
190,-0.0129108428955078,0.0355365109268791
191,-0.0656108856201172,0.0379534642725386
192,0.0099940299987793,0.0342162889962986
193,0.0341024398803711,0.0295051798717948
194,-0.000987529754638672,0.0292851742584999
195,-0.0273733139038086,0.0285341803392324
196,-0.0152568817138672,0.0264016385538058
197,0.00985479354858398,0.0191805831171762
198,-0.0364408493041992,0.0158428267411207
199,0.00479030609130859,0.0133841065929646
200,0.00768184661865234,0.00904783146995459
201,-0.00898551940917969,0.00430427694007085
202,-0.000387668609619141,0.00155448796558921
203,0.000399112701416016,0.000605059570055092
204,0.000595569610595703,0.000412499145169167
205,0.0000643730163574219,0.000358124705745375
206,0.000205516815185547,0.000281067091271811
207,0.000392913818359375,0.000266298931441038
208,0.000419139862060547,0.00023970447905537
209,0.0000739097595214844,0.000239404546983399
210,0.000168323516845703,0.000231976254203961
211,0.000100612640380859,0.000269186295861533
212,0.0000514984130859375,0.000279464003103521
213,0.0000514984130859375,0.00025107548022315
214,0.0000252723693847656,0.000270971080123935
215,0.0000257492065429687,0.000290474856868676
216,-0.0000309944152832031,0.00024598882392978
217,-0.000161170959472656,0.000301976119550141
218,-0.000121116638183594,0.000307645342310424
219,0.0000324249267578125,0.000280081661337044
220,-0.000139713287353516,0.000257407280420662
221,-0.0000753402709960938,0.000244304482785615
222,-0.000121593475341797,0.000232113435939466
223,-0.000146865844726562,0.000243151419044699
224,-0.000230789184570312,0.000238181950445008
225,0.0000104904174804687,0.000250299087167585
226,-0.0000314712524414062,0.000272296981377569
227,-0.000264644622802734,0.000253713218048806
228,-0.000179290771484375,0.000253067143106415
229,-0.000127792358398437,0.000263573221895213
230,-0.000188350677490234,0.000251032007713046
231,-0.000133991241455078,0.000241834958810356
232,-0.000116825103759766,0.000239187906718388
233,-0.000220775604248047,0.000252700300753444
234,-0.000247955322265625,0.000231886062018007
235,-0.000163078308105469,0.00022906058007715
236,-0.000139713287353516,0.000235277464982746
237,-0.000222206115722656,0.000246822999543312
238,-0.000300407409667969,0.000242135636483129
239,-0.000193119049072266,0.000231383480643207
240,-0.000220298767089844,0.000240624711333371
241,-0.000290393829345703,0.000242263311491465
242,-0.000369548797607422,0.000232551873690198
243,-0.000294208526611328,0.000230221009554991
244,-0.000304698944091797,0.000224354796638986
245,-0.000395774841308594,0.00023006688734753
