Wavelength (nm),Absorbance (AU),Std.Dev.
190,0.582196235656738,0.509387581324685
191,1.38158130645752,0.94879266414283
192,1.88168334960937,0.782245459548584
193,0.84942626953125,0.317891719400918
194,0.530789852142334,0.109202657886619
195,0.812937259674072,0.277233692952016
196,1.68945217132568,0.564328084117243
197,1.47600555419922,0.313724407960858
198,0.981347560882568,0.756926027904147
199,1.91352367401123,1.61803646194624
200,1.87686395645142,0.815854703047286
201,1.62718772888184,0.262315667235763
202,2.15425634384155,0.179899670932335
203,3.39206504821777,0.268126434108927
204,3.00612497329712,0.194989968066268
205,2.91455984115601,0.168577996650185
206,3.02366352081299,0.113841807447013
207,3.17744398117065,0.0732226536451387
208,3.05640935897827,0.0422370337278488
209,2.87223672866821,0.0427601693533817
210,3.03389120101929,0.0455019443641474
211,3.02784395217896,0.0545827680175083
212,2.99598073959351,0.0478714881983443
213,3.01768493652344,0.0523042444348533
214,2.9456000328064,0.0476130555560889
215,2.99252891540527,0.0310183522445077
216,2.94043493270874,0.0426911141023178
217,2.92426729202271,0.0390205157678285
218,2.95029067993164,0.0287899668330233
219,2.85651445388794,0.0443678148926905
220,2.80170965194702,0.0291019311663938
221,2.69108724594116,0.0318685353025187
222,2.6422438621521,0.0204021821575277
223,2.60756969451904,0.010117670290706
224,2.49262428283691,0.012613177533283
225,2.41426134109497,0.0142704842053702
226,2.31890439987183,0.00880600038909738
227,2.20264720916748,0.00610580401436679
228,2.10232543945312,0.00520116591014513
229,2.01924562454224,0.00348649139449407
230,1.93195629119873,0.00260219399918328
231,1.85146617889404,0.00131526867306579
232,1.78447532653809,0.00154585164590315
233,1.71279430389404,0.0017500440813371
234,1.65009164810181,0.00175011060143828
235,1.60247611999512,0.00176415623279835
236,1.5597186088562,0.00122246614934417
237,1.52277565002441,0.00139807483829523
238,1.49373579025269,0.000796166708263828
239,1.47061681747437,0.000495117727350847
240,1.45487928390503,0.00050380006491978
241,1.44342660903931,0.000823197174651728
242,1.43787431716919,0.000567672584094198
243,1.440345287323,0.000770625499493529
244,1.44976186752319,0.000980992995837563
245,1.46422290802002,0.000809632986838489
246,1.48669767379761,0.000905603024752181
247,1.51324462890625,0.00101765942386066
248,1.54993295669556,0.00168773519678338
249,1.59215307235718,0.00209518232033636
250,1.64136123657227,0.00177573235793133
251,1.69367265701294,0.00275145204908346
252,1.7519998550415,0.00362440407721757
253,1.81355381011963,0.00369357262474353
254,1.88359403610229,0.00485766611378678
255,1.95226335525513,0.00345880096741965
256,2.0085768699646,0.00372527014917647
257,2.08537197113037,0.007381343594506
258,2.16358423233032,0.00838450673696878
259,2.20634126663208,0.00641943621212842
260,2.24594402313232,0.00891531232251475
261,2.2874903678894,0.0110399421508801
262,2.28295707702637,0.0173038704638348
263,2.31523275375366,0.0157598399350708
264,2.34440803527832,0.00937421318567154
265,2.33159589767456,0.0133534544379414
266,2.29126310348511,0.0154771966703179
267,2.2615122795105,0.00974213636395602
268,2.21874046325684,0.00747313117169716
269,2.11009120941162,0.00883092447640686
270,2.02650213241577,0.0070966329723966
271,1.96363544464111,0.00445964052148977
272,1.87478256225586,0.00258144259126896
273,1.7994270324707,0.00224044545716556
274,1.68638563156128,0.00252605554570321
275,1.5339412689209,0.00137971857366422
276,1.38070249557495,0.0013824580783636
277,1.23569202423096,0.00110167505994586
278,1.10669755935669,0.000911656781005299
279,0.996685028076172,0.000632365899203555
280,0.906367778778076,0.000318081481076827
281,0.830527782440186,0.000252549093140189
282,0.76989221572876,0.00022969498829937
283,0.717998027801514,0.000228061796460938
284,0.674641609191895,0.000279118820852104
285,0.638839244842529,0.000343952660736642
286,0.608323097229004,0.000319342796881963
287,0.582100868225098,0.000200180759715102
288,0.560313224792481,0.000232211373275973
289,0.542089939117432,0.000185978717891119
290,0.526680946350098,0.000233531454620383
291,0.513678073883057,0.000192415462787616
292,0.50273323059082,0.000236691898128789
293,0.493890285491943,0.000211044484730646
294,0.486625671386719,0.00025135786827303
295,0.480535507202148,0.000279503053477931
296,0.475457191467285,0.000237087347929775
297,0.471709728240967,0.000156507224459922
298,0.46837329864502,0.000145309425008704
299,0.466236114501953,0.000156126126904552
300,0.464750289916992,0.000218256029699202
301,0.463927745819092,0.000261981121790468
302,0.464194774627686,0.000401269164030678
303,0.464504718780518,0.000237635279436958
304,0.465044021606445,0.000205604751254453
305,0.466896057128906,0.000217169881095738
306,0.46821928024292,0.000208049686004995
307,0.469799041748047,0.000196535594700543
308,0.472354888916016,0.000158301318749875
309,0.474854946136475,0.000161193530065418
310,0.477225780487061,0.000136395432932211
311,0.48001766204834,0.000180221737839015
312,0.482820987701416,0.000232985582774161
313,0.485575199127197,0.000297564726044276
314,0.488331317901611,0.000243823769711013
315,0.491741180419922,0.000264104084914205
316,0.494418144226074,0.000248556142756584
317,0.49680757522583,0.00022320054163087
318,0.499102115631104,0.000354592475287764
319,0.501340389251709,0.000258091828537537
320,0.503092288970947,0.000270171069482815
321,0.505131721496582,0.000242113098610275
322,0.50604248046875,0.000235756315323147
323,0.506288528442383,0.000181363682649862
324,0.507528305053711,0.000314735642942296
325,0.507423877716064,0.000422140680208127
326,0.506814002990723,0.000420612540693772
327,0.506422996520996,0.000327831008172051
328,0.50479793548584,0.00030125241795164
329,0.502602577209473,0.000276420818473116
330,0.50007438659668,0.0003173773104851
331,0.49766731262207,0.000270514220891712
332,0.494362354278564,0.000219866919723351
333,0.491097450256348,0.00018607649850665
334,0.487008094787598,0.000261313723728991
335,0.48240852355957,0.00021626339390653
336,0.477449893951416,0.000180342813927808
337,0.472214698791504,0.000182079380680589
338,0.465958595275879,0.000214955736906164
339,0.46027946472168,0.00023771181254021
340,0.453937530517578,0.000305044622846874
341,0.447177410125732,0.000247779196762924
342,0.439846515655518,0.000163776731389679
343,0.432502269744873,0.000183779746558318
344,0.425032615661621,0.000203456977900717
345,0.416346549987793,0.000174279904350469
346,0.408634185791016,0.000228432372967406
347,0.400262832641602,0.000170361044339004
348,0.391496658325195,0.000217592452040265
349,0.383199214935303,0.00023505702102406
350,0.374207019805908,0.000269692621868275
351,0.365053653717041,0.000275339500182927
352,0.355316162109375,0.000216826197965205
353,0.346311092376709,0.000197983339342
354,0.33725118637085,0.000184801315069924
355,0.327910900115967,0.000203854438051784
356,0.318705558776855,0.000187522540376746
357,0.309584140777588,0.000203555298686551
358,0.2998948097229,0.000243558786391371
359,0.290748596191406,0.00034997638559932
360,0.281731605529785,0.000326541205418027
361,0.272018909454346,0.000272590750273828
362,0.262518882751465,0.000321381169815751
363,0.253771305084229,0.000433560105363061
364,0.245890617370605,0.000330593646827415
365,0.237698554992676,0.000330593646827415
366,0.230232238769531,0.000208739244447558
367,0.223671436309814,0.000184017137072637
